	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000179388.8	622.655412823096	-3.58259157655202	0.373488966255528	-9.59222868742242	8.62025047631381e-22	7.99243600766152e-20
ENSG00000095303.14	3247.47278058649	-4.11854654752194	0.429552065573518	-9.58800312605424	8.98062323611106e-22	8.28747090746475e-20
ENSG00000174099.10	1664.34195565052	-3.45809977901249	0.360786344533124	-9.58489652231005	9.25503704433077e-22	8.50079477305447e-20
ENSG00000040487.12	1021.86246357764	1.26121734277673	0.131663092006835	9.57912596121666	9.78696406119026e-22	8.94756119008166e-20
ENSG00000214160.9	3421.24841968471	1.21194307938332	0.126640323001605	9.56996200466074	1.06944968749273e-21	9.73199215618382e-20
ENSG00000154556.17	1204.73852020816	-3.50159855947936	0.366051375161837	-9.56586642498269	1.11265553891347e-21	1.00785056557066e-19
ENSG00000138944.7	289.666224585443	-4.12900881950313	0.431855698700576	-9.56108448244873	1.16529137925564e-21	1.05068657571784e-19
ENSG00000166963.12	855.047901020561	-3.19931239179734	0.334714493810473	-9.55833240256666	1.19669327667594e-21	1.07407319846312e-19
ENSG00000168309.16	399.913623692483	-3.81426528319347	0.399141141181992	-9.55618173535843	1.22181441844962e-21	1.08621992136297e-19
ENSG00000165995.18	142.597961501661	-3.32617030405526	0.348070275328886	-9.5560308932224	1.22359580192375e-21	1.08621992136297e-19
ENSG00000131018.22	1355.27417376536	-2.50504279901341	0.262150041691562	-9.55575968193352	1.22680516149054e-21	1.08621992136297e-19
ENSG00000154678.16	157.067516212924	-3.66623606465297	0.383689666721321	-9.5552118877254	1.2333128663775e-21	1.0870850987227e-19
ENSG00000119138.4	1543.24508373021	-2.66530943415993	0.279137105860662	-9.54838815119901	1.3172976856572e-21	1.15592871916419e-19
ENSG00000137094.14	690.222502978152	-2.83184392256576	0.297219604827429	-9.52778308217581	1.6067774081176e-21	1.40368074373154e-19
ENSG00000121067.17	2391.23129354242	-1.13113517694422	0.118735302308743	-9.52652795714427	1.62631597964467e-21	1.41446313698654e-19
ENSG00000163145.12	127.725456129308	-3.58777453897724	0.376652245269389	-9.52542984686364	1.64360296392089e-21	1.42320087483828e-19
ENSG00000172260.13	395.916704428214	-3.97341351278725	0.417198444366041	-9.52403722124396	1.66578802866977e-21	1.43608462682162e-19
ENSG00000156218.12	147.990974996648	-4.08874675708728	0.429502464134513	-9.51972828683646	1.73632450793686e-21	1.49008813650844e-19
ENSG00000132840.9	82.4615617114099	-3.88545353337918	0.408166133500202	-9.51929426397955	1.74359112432306e-21	1.49008813650844e-19
ENSG00000170153.10	354.193087525623	-3.49050882547066	0.366915548855715	-9.51311231250999	1.85041801562292e-21	1.5745375114755e-19
ENSG00000152583.12	7379.4172659728	-3.05200698406953	0.321038214852927	-9.50667815502184	1.96848086414369e-21	1.66777844248312e-19
ENSG00000149090.11	500.976264629821	-2.79323823228438	0.29407848799665	-9.49827459775365	2.13396656639493e-21	1.80022518579651e-19
ENSG00000152049.6	424.737170099266	-3.48186615296996	0.366597843072732	-9.49778133931673	2.14409662222512e-21	1.8010411626691e-19
ENSG00000196843.15	1409.75611414314	-2.0741219943953	0.218674612531158	-9.48496933588834	2.42454352824085e-21	2.02795011025967e-19
ENSG00000091651.8	701.541231592632	2.059605908015	0.217263249775438	9.47977124591387	2.54841119362657e-21	2.1225241704205e-19
ENSG00000117399.13	3760.90963237604	2.3749824959287	0.251127167309184	9.45729019037056	3.16026766606917e-21	2.61000929597713e-19
ENSG00000204406.11	564.690575492163	-1.24866538146213	0.132029438641793	-9.45747701654525	3.15462776358204e-21	2.61000929597713e-19
ENSG00000073712.13	1823.68102187691	-2.81771353461015	0.298015291640515	-9.45492937325195	3.23240111250036e-21	2.65841323294172e-19
ENSG00000174306.21	1064.25779988339	-1.47554812658641	0.156264004676622	-9.44266166504543	3.63428016933747e-21	2.97647545868739e-19
ENSG00000131471.6	2520.3000603937	-3.43774687649404	0.364109744224642	-9.44151298069375	3.67434949861785e-21	2.99680554957811e-19
ENSG00000077152.9	1018.57453152986	1.78886888229633	0.189606941429072	9.43461704942648	3.92425080429659e-21	3.18739974418404e-19
ENSG00000112742.9	901.578179032721	2.16856363221676	0.229931654707191	9.43134008659376	4.04882601822156e-21	3.27505037918367e-19
ENSG00000111077.17	1862.59048722297	-2.08040192571667	0.220688135288129	-9.42688614863917	4.22443675223998e-21	3.40309544270611e-19
ENSG00000164736.5	148.518824140448	-2.80525725344453	0.29768432667613	-9.42359742203206	4.35892062242769e-21	3.49709974507913e-19
ENSG00000141404.15	504.470797895596	-2.92022704654287	0.310002722365271	-9.42000452209584	4.5106859891879e-21	3.60414812209258e-19
ENSG00000174944.8	78.679647918537	-3.08373747694317	0.328052262934757	-9.40014084754681	5.4490080030451e-21	4.33626321084431e-19
ENSG00000166831.8	533.744861980291	-3.53163306751558	0.375734924126737	-9.39926751744894	5.4944227711784e-21	4.35477314476946e-19
ENSG00000185803.8	5098.05280930161	1.38981857614622	0.148050748709108	9.38744713055759	6.14720804173336e-21	4.85259121559482e-19
ENSG00000169750.8	669.201354605046	2.69174833911237	0.286801481215038	9.38540598782384	6.26745153051836e-21	4.92772109135475e-19
ENSG00000197766.7	1594.99564000764	-3.53532812456911	0.376745191560238	-9.38387059414889	6.35943170329508e-21	4.96557088167454e-19
ENSG00000103042.8	1363.72746012245	1.19200587889493	0.127028600061133	9.38375986448152	6.36611651496735e-21	4.96557088167454e-19
ENSG00000138735.15	761.464649256703	-2.68678967141952	0.286847896283671	-9.36660057901379	7.49062212963893e-21	5.81959164348549e-19
ENSG00000170345.9	23139.3679547848	-3.02317909720288	0.323481934612041	-9.34574322003066	9.12463509270039e-21	7.06117430638263e-19
ENSG00000182379.9	450.0129366698	4.09224411463371	0.438443090487744	9.33358103575382	1.0235300023729e-20	7.88961008887913e-19
ENSG00000276180.1	44.6733640992278	3.29829417529467	0.353410371613964	9.3327599872973	1.03149219069837e-20	7.91992597670591e-19
ENSG00000121152.9	1024.53191933807	2.13371318288992	0.228648851347114	9.33183425291175	1.04054306070362e-20	7.95833245182505e-19
ENSG00000105486.13	2837.95124944462	1.33370588790039	0.143014290919753	9.32568262460393	1.10271451462342e-20	8.40114593001468e-19
ENSG00000174010.9	403.81580103024	-1.45378021816025	0.156105914991328	-9.31278112197742	1.24528097112029e-20	9.45067288352911e-19
ENSG00000142731.10	627.111224982318	1.71649930794427	0.18444175141706	9.30645743036193	1.32167089995539e-20	9.99183200366274e-19
ENSG00000175395.15	378.818998296034	-1.42372582510308	0.15301434432927	-9.30452521522674	1.34592308033442e-20	1.01361931291393e-18
ENSG00000170369.3	49.1889158180224	5.2206519109097	0.561143740007367	9.30359110990201	1.3578047683436e-20	1.01866452391457e-18
ENSG00000166851.14	2335.8944376842	2.21949488065018	0.238954264248395	9.28836690833438	1.56673674888728e-20	1.17094211163986e-18
ENSG00000110906.12	3152.09497771051	-1.03400743202874	0.111484913483545	-9.27486419210758	1.77845460683721e-20	1.32414029363607e-18
ENSG00000136295.14	6310.28897854483	1.51724588380934	0.163692340660533	9.268887460995	1.88097585528407e-20	1.3951872230741e-18
ENSG00000065600.12	693.902657378023	1.4615784685211	0.157859957141991	9.25870306176784	2.06930341387923e-20	1.52910631215076e-18
ENSG00000114853.13	834.019460009729	-1.5162911735752	0.163826829435688	-9.25545088553661	2.13328115095322e-20	1.57047843831972e-18
ENSG00000145936.8	661.50931769424	-3.72397425632129	0.402575329091416	-9.25037871726028	2.23698647383144e-20	1.64067933319518e-18
ENSG00000133392.16	66493.8302257857	-4.93424416738746	0.533590905634056	-9.24724187629134	2.30360051925486e-20	1.68325545748972e-18
ENSG00000107130.9	2476.85210715525	-2.14295341108335	0.231845963868373	-9.24300503372134	2.39669716483638e-20	1.74479553600088e-18
ENSG00000119508.17	787.572191942382	-3.70073798232138	0.400605291813397	-9.23786594423019	2.51462292491869e-20	1.82389033993364e-18
ENSG00000163788.13	1397.24143042871	-1.13661833666955	0.123120592752914	-9.23174841231141	2.66249815104237e-20	1.92404645797385e-18
ENSG00000157456.7	1849.592866966	2.03453119334187	0.220472316744286	9.2280573968913	2.75584350376925e-20	1.97696569014921e-18
ENSG00000109686.16	2056.31491436452	-1.60384808151752	0.17379413140917	-9.2284363603827	2.74611241900037e-20	1.97696569014921e-18
ENSG00000093009.9	924.61603583909	2.12047567702545	0.22988494194482	9.22407383052706	2.86021955576881e-20	2.04297721109242e-18
ENSG00000125319.14	433.668480564703	1.80169655900479	0.195332149888742	9.22375840347332	2.86864931960473e-20	2.04297721109242e-18
ENSG00000035499.12	532.481269928937	2.15190049225272	0.233456373172858	9.21757013101283	3.0390880305382e-20	2.15654564361945e-18
ENSG00000168477.17	2138.9550253671	-3.94387855709778	0.428486620501933	-9.20420467849822	3.44210725954675e-20	2.43374317603061e-18
ENSG00000103241.6	719.693805471082	-3.03387505034413	0.329945096466077	-9.19509058579404	3.7467877151397e-20	2.63967237737584e-18
ENSG00000197409.7	46.228852883136	3.36493648339447	0.366596663486923	9.17885190603898	4.35711928711911e-20	3.05869773955761e-18
ENSG00000158402.18	338.946909822318	2.05363325426762	0.223828836192233	9.17501645098079	4.5150551694094e-20	3.15828912490787e-18
ENSG00000163637.11	786.08502903373	-2.47396179339495	0.269726287019074	-9.17211970971152	4.63807558509978e-20	3.2328373652738e-18
ENSG00000006118.14	3896.14699199633	2.17967326239501	0.23772212846659	9.16899607308267	4.77444618516121e-20	3.31613124436497e-18
ENSG00000185532.14	322.616165154844	-2.99625044854788	0.326943884945037	-9.16441807453159	4.98150142722786e-20	3.44776028357714e-18
ENSG00000166483.10	2782.58954555655	-1.76689590763412	0.192810332778583	-9.16390673762885	5.00517237594227e-20	3.45198835864987e-18
ENSG00000196182.10	2327.72086873921	-1.35486799090419	0.14790374790164	-9.16047098282602	5.16713014053901e-20	3.55122762386135e-18
ENSG00000103657.13	1960.47370866189	-1.10460098641831	0.120628612220396	-9.15703966153685	5.33404720088158e-20	3.6531718390428e-18
ENSG00000048342.15	476.84825414582	-1.80324599652666	0.196938366227059	-9.15639766427035	5.36586393435051e-20	3.66220213519423e-18
ENSG00000131089.13	898.991116681334	-1.48600664456384	0.162342822038622	-9.15350999756749	5.51130897147403e-20	3.73552721183771e-18
ENSG00000243244.5	693.645170601642	-2.71631532197079	0.296740971733767	-9.1538263358113	5.49518757838203e-20	3.73552721183771e-18
ENSG00000109846.7	1516.54895700164	-3.57217651415226	0.390518579119799	-9.14726393352064	5.83937197967015e-20	3.94428507327823e-18
ENSG00000240583.10	4965.47447872578	-2.43655302091969	0.266559665987786	-9.14074157427601	6.20255246446781e-20	4.17525243978011e-18
ENSG00000166086.12	1112.74499682055	-2.75213764428978	0.30110645308051	-9.14008190835389	6.24050464092483e-20	4.17619229558575e-18
ENSG00000148357.16	238.726523683763	-3.58563921523511	0.392302781587045	-9.13997907618589	6.24644146775646e-20	4.17619229558575e-18
ENSG00000140525.17	2543.35966526862	1.5512953253102	0.169765415484339	9.13787605611171	6.3690874026743e-20	4.24375532159207e-18
ENSG00000155660.10	14913.3558958549	1.36651043621794	0.14959900472358	9.13448882058336	6.57165006233968e-20	4.36393086572124e-18
ENSG00000163431.12	4046.44310981701	-4.15654284912498	0.455171233445188	-9.13182236422135	6.73557682689855e-20	4.45772720907468e-18
ENSG00000184445.11	1538.81494955808	1.63618496864894	0.179461154027305	9.11720966867287	7.70833613687056e-20	5.08439782235999e-18
ENSG00000051180.16	690.468401789868	1.80735801514851	0.198323346086741	9.1131883906296	7.99957358667519e-20	5.25885011437082e-18
ENSG00000154330.12	1994.96604588976	-4.48130131198674	0.49198739514186	-9.10856935815318	8.34754201067472e-20	5.46930952539407e-18
ENSG00000198826.10	1240.3358167388	1.84116929042869	0.202162449125373	9.10737527366849	8.43990397871698e-20	5.5114535749389e-18
ENSG00000103710.10	548.031148306352	-3.01173536049633	0.331226161872937	-9.09268562442744	9.66223132530349e-20	6.2887688387472e-18
ENSG00000197472.14	131.543071974384	2.39252994060277	0.263192756171439	9.09040953636399	9.86666991544661e-20	6.39921552439606e-18
ENSG00000134769.21	507.150930742844	-3.79730657757119	0.417742031393349	-9.09007543460624	9.89703662706758e-20	6.39921552439606e-18
ENSG00000111602.11	2768.82588775381	1.4604535843262	0.160688365239245	9.08873260457756	1.00200217347509e-19	6.45749335141851e-18
ENSG00000153234.13	1000.1015341012	-2.85189600283916	0.313966682413592	-9.08343516234098	1.05201025957385e-19	6.75761884385084e-18
ENSG00000171368.11	351.121638293141	-3.31854452572234	0.365697449591793	-9.07456294657412	1.14134631164002e-19	7.30759058683919e-18
ENSG00000167513.8	1618.08587328869	2.11427205478065	0.233089582763229	9.07064155212941	1.18318280647978e-19	7.55085754680731e-18
ENSG00000138346.14	395.996390509269	1.62912908758954	0.179642697851889	9.06871866805698	1.20424786057542e-19	7.66041940047585e-18
ENSG00000144395.17	140.155085670101	2.27255806253616	0.250988911371274	9.05441618962394	1.37300276030253e-19	8.70572330855048e-18
ENSG00000186193.8	1732.92858532824	2.42852370441775	0.268610458064578	9.04106162476329	1.55157528464919e-19	9.80635491802713e-18
ENSG00000165424.6	1258.43205838609	-2.63677984233272	0.291728473029055	-9.03847271044437	1.58875975980948e-19	1.00091864867998e-17
ENSG00000087274.16	10205.2043162797	-0.91476497306213	0.10138329952001	-9.02283687148676	1.83280375156176e-19	1.15097733356862e-17
ENSG00000113742.12	1145.46979307814	-1.76722630057403	0.195926443584009	-9.01984575561533	1.88354313238353e-19	1.17907400669206e-17
ENSG00000127423.10	316.632742873789	2.05364318947159	0.227697274948843	9.01918211332561	1.89498751589612e-19	1.18247220991918e-17
ENSG00000111860.13	266.815146639722	-1.80417381584903	0.200058007657928	-9.01825344044176	1.91111773398933e-19	1.1887636132688e-17
ENSG00000101115.12	450.510008422379	3.08584037953812	0.342237827480339	9.01665488662383	1.93920155165413e-19	1.20215761831697e-17
ENSG00000206052.10	151.760289594908	-3.56223763716118	0.395087129482584	-9.01633430030073	1.94488259373624e-19	1.20215761831697e-17
ENSG00000129991.12	96.3042349354042	5.07705011713506	0.564501170666234	8.99386995272843	2.38674840356785e-19	1.47065600691315e-17
ENSG00000165304.7	1325.83989604824	2.33709134101985	0.259943257923941	8.99077498560736	2.45493192240638e-19	1.50794193333812e-17
ENSG00000237649.7	2076.49002698687	2.00303334836245	0.222997979609403	8.98229370450309	2.65179849334394e-19	1.6237928718121e-17
ENSG00000144554.10	1346.13219620804	1.65267357729671	0.184117575943426	8.97618583575379	2.80315736617881e-19	1.71114475744132e-17
ENSG00000085840.12	482.514740834984	2.04591881701277	0.228006831899686	8.97305927180681	2.88390813172591e-19	1.75498756152336e-17
ENSG00000072952.18	1355.07530303395	-2.99086662558682	0.333337092720661	-8.97249868346689	2.89862768441471e-19	1.75850079521159e-17
ENSG00000004799.7	1777.87486857201	-3.47338257331592	0.387420708823937	-8.9654024532137	3.09149811834909e-19	1.86973806197753e-17
ENSG00000178999.12	1543.34823825258	2.14032679248841	0.239101212491055	8.9515513961205	3.50520843974092e-19	2.11344715004747e-17
ENSG00000115993.11	1559.58535495929	-1.33098739065594	0.148695442112034	-8.95109743614813	3.51965527591688e-19	2.11566801539517e-17
ENSG00000167641.10	526.836690715434	-3.03272049346404	0.339155255806809	-8.94198288701017	3.82248797525274e-19	2.29069584273072e-17
ENSG00000196866.2	27.3930746281018	3.66063441893988	0.409419576557022	8.94103415797473	3.8554517425876e-19	2.30342733897574e-17
ENSG00000162073.13	1380.72964015935	2.07247031528482	0.231861952134607	8.93838034315201	3.94915789709432e-19	2.34515551738024e-17
ENSG00000119969.14	1059.29242314869	1.58271105601874	0.177062614408198	8.93870827169634	3.93745801162407e-19	2.34515551738024e-17
ENSG00000278023.4	114.899062696994	2.86869127244564	0.321025162812091	8.93603245090415	4.03393558968563e-19	2.3811122507766e-17
ENSG00000273983.1	91.0008777783195	3.7745979025644	0.42239031107865	8.9362795584143	4.02492904255556e-19	2.3811122507766e-17
ENSG00000154839.9	605.668960585419	2.03371675078641	0.227803935663047	8.92748733627917	4.35794009076097e-19	2.56466079113765e-17
ENSG00000114859.14	493.487712762696	1.47247566183712	0.165003459866483	8.92390779580387	4.5011860756128e-19	2.64105413439538e-17
ENSG00000181218.5	880.934482340128	2.42163907258015	0.271379879035485	8.92342896307172	4.52069737098251e-19	2.64460796202477e-17
ENSG00000137727.12	85.9411757953293	-3.19485381083434	0.358190029703594	-8.91943813589148	4.68659780314157e-19	2.73352422606975e-17
ENSG00000062822.12	2260.79541684954	1.3973297878591	0.156702569460526	8.91708280642511	4.78731728751436e-19	2.78400913027758e-17
ENSG00000156970.12	1143.83021508297	1.98055419955456	0.222195855348616	8.91355149918148	4.94234352110051e-19	2.86568449117262e-17
ENSG00000163297.16	2448.20157651812	-2.45754347111553	0.275784614547705	-8.91109707169842	5.05300508234401e-19	2.92123140878099e-17
ENSG00000174371.16	549.937487579487	2.09453347749296	0.235099075787307	8.90915232430719	5.14242190103657e-19	2.96420659492008e-17
ENSG00000141570.10	569.796433907669	1.54218809881242	0.173120051542939	8.90820032149721	5.18676176640588e-19	2.98102307837643e-17
ENSG00000127586.16	1512.76196479787	1.73874263770187	0.195251879426943	8.90512625437979	5.33253209219035e-19	3.05586737038173e-17
ENSG00000134531.9	8768.90507759955	-2.82251941953335	0.317136929476886	-8.9000023560456	5.58455020405936e-19	3.1909860119474e-17
ENSG00000147408.14	540.103143036384	-2.19517572451615	0.246701915781042	-8.89808949219694	5.6816199423886e-19	3.2370412054374e-17
