	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000167566.16	1609.77824366235	0.418037608838574	0.150202675260469	2.78315687862183	0.00538327695373671	0.0135242448623017
ENSG00000133101.9	76.093372802647	1.68302927049131	0.604831115984619	2.78264332970281	0.00539180437939412	0.0135439369816448
ENSG00000166578.9	103.337661691308	0.727004770281325	0.261308782723437	2.78216737571645	0.00539971843302655	0.0135620835062062
ENSG00000203942.4	1.13702398389978	1.69706609456305	0.610188136477868	2.78121778040272	0.00541553943046216	0.0136000821572971
ENSG00000165678.19	7192.83382761189	-0.32999639339849	0.118684613990957	-2.78044796458312	0.0054283958642788	0.0136306271216485
ENSG00000115652.14	2609.04793075907	0.459193656422044	0.165163178964117	2.78024229917377	0.00543183527362476	0.0136375212847577
ENSG00000100302.6	371.99013839475	-1.03045203881946	0.370672443776874	-2.77995318000963	0.00543667363394117	0.0136479255362385
ENSG00000143437.20	2370.02574308834	-0.344422405507544	0.123904675043282	-2.77973696623821	0.00544029447721014	0.0136535191382866
ENSG00000279576.1	283.744633023618	1.9455546270442	0.699916406025891	2.77969570407846	0.00544098572497961	0.0136535191382866
ENSG00000196381.10	83.553306748694	-0.949678702197849	0.341642727414339	-2.77974218677307	0.00544020702541493	0.0136535191382866
ENSG00000105610.4	3.80969098235294	1.159462026415	0.417142997737738	2.77953131828421	0.00544374039893304	0.0136586879348261
ENSG00000213927.3	11.1629334863894	1.29260172858899	0.465116764835714	2.77909081399283	0.00545112830160119	0.0136754789912282
ENSG00000065183.15	1929.27096608678	0.40281676347568	0.14499388524164	2.77816380190354	0.00546670522635215	0.0137128072906046
ENSG00000225968.7	112.439020416722	0.765974392668766	0.275729133492183	2.77799586488195	0.00546953142878087	0.0137181459441262
ENSG00000171812.10	911.638282055299	-1.00343786795962	0.361219361419845	-2.77791828216351	0.00547083750919219	0.0137182132308083
ENSG00000113269.13	2012.44255756854	-0.587170819821743	0.211371330512302	-2.77791135817054	0.00547095408609618	0.0137182132308083
ENSG00000163389.10	1085.59618166531	0.363462737619514	0.130867400145574	2.77733596919635	0.00548064955274435	0.0137407713786662
ENSG00000149256.14	504.549683083444	0.968040273275032	0.34859198340668	2.77700096202638	0.00548630165903247	0.0137531877834386
ENSG00000107593.16	8.81402767146946	1.13306329999544	0.408087672315366	2.77651930421416	0.00549443721615158	0.0137718257996271
ENSG00000167553.14	17441.6517371748	0.486872781744421	0.175358698456246	2.77643929859517	0.00549578962436251	0.0137734592447366
ENSG00000155330.9	597.921973373964	0.50462279503935	0.181778709882492	2.77602803631711	0.00550274631002889	0.0137878832953452
ENSG00000205923.3	264.65037546084	0.695405145064661	0.250508460795652	2.77597468307438	0.00550364938620668	0.0137878832953452
ENSG00000081386.12	368.372088630876	-0.362479906983532	0.130577474091366	-2.77597579142864	0.00550363062444336	0.0137878832953452
ENSG00000148344.10	5768.85253040666	0.931766859408235	0.335707277864559	2.77553368915689	0.00551111893155511	0.0138030776909591
ENSG00000164663.13	395.755117365926	0.439890910913413	0.158486750991264	2.77556898707364	0.00551052071952411	0.0138030776909591
ENSG00000103460.16	1154.11914722341	1.70168051674247	0.613344856324005	2.77442697887979	0.00552990467475449	0.013848363649761
ENSG00000136731.12	3727.4986285537	0.352983357131058	0.127277913725696	2.77332764812435	0.00554862234814746	0.0138934676274123
ENSG00000048991.16	1390.42412157728	0.334755288015663	0.120714638560023	2.77311262336433	0.00555229012928291	0.0139008807516476
ENSG00000105552.14	6106.62662016622	0.741304551198175	0.267352294464167	2.77276300427462	0.00555825842175551	0.0139140508835999
ENSG00000215704.9	0.615241382636408	-1.71418387141736	0.618312820063018	-2.77235699438135	0.00556519661738743	0.0139278717483279
ENSG00000132950.18	580.039155665405	-0.331103892943571	0.119429361432997	-2.77238267852022	0.00556475747649173	0.0139278717483279
ENSG00000065060.16	1070.77253820041	0.402543540700043	0.145211931798285	2.77211063660539	0.00556941036892965	0.0139355972946007
ENSG00000251380.3	5.88131859592195	-1.55314339872702	0.560278118299836	-2.77209362278868	0.00556970148282371	0.0139355972946007
ENSG00000213614.9	4876.42666104918	0.383705968357523	0.138419556975748	2.77205025605415	0.00557044356884636	0.0139356801309971
ENSG00000073146.15	24.5009965193799	1.0396948088013	0.375078578026118	2.77193865422221	0.00557235369537679	0.0139386846826579
ENSG00000087884.14	693.213400239438	-0.566009375412087	0.204210619532654	-2.77169412985195	0.00557654093027079	0.0139473837034486
ENSG00000198681.6	225.823076327608	2.20983230780998	0.797571650156767	2.77070067294346	0.00559358209873501	0.0139882251568366
ENSG00000158488.15	38.2925961372909	-1.12304568936477	0.40560252027063	-2.76883311428993	0.00562574432345202	0.0140662477790147
ENSG00000206172.8	508.136900882966	-1.11864578396652	0.404017396842043	-2.76880597892638	0.00562621286317734	0.0140662477790147
ENSG00000104154.6	280.395745247558	-0.724088523180423	0.261548257487402	-2.76847007178131	0.00563201580609695	0.0140789651131428
ENSG00000159261.10	25.2556722740269	1.11904863502909	0.404299502738832	2.76787042142856	0.00564238845293941	0.0141031011483948
ENSG00000164076.16	4.66411636993817	1.62255186496471	0.586250684787037	2.76767585449239	0.00564575773888033	0.0141097284317141
ENSG00000213918.10	686.863374562518	0.492955963637589	0.178118915263925	2.76756661642117	0.00564765019333394	0.0141126636410084
ENSG00000144792.9	87.3968966640705	-0.864465200871843	0.312367157712201	-2.76746507924599	0.00564940974959968	0.0141152660528958
ENSG00000157538.13	1895.22516333058	-0.309733730529318	0.111932240930367	-2.76715384195696	0.00565480631901033	0.0141269538645738
ENSG00000172201.10	1118.56397702844	-1.05132347881396	0.379941102182107	-2.76706961362147	0.0056562675604608	0.0141288086374911
ENSG00000117597.17	1293.29653925646	0.369797983930812	0.133678306867803	2.76632755602233	0.00566915592766529	0.0141574042579328
ENSG00000137270.10	6.17123898754884	1.41020538611921	0.509772762518918	2.76634118141389	0.00566891903762102	0.0141574042579328
ENSG00000132912.12	2618.52491284737	-0.31899641413978	0.115340639819854	-2.76568965317001	0.00568025645885854	0.0141815217776354
ENSG00000171148.13	5439.04710196775	0.380803253056282	0.137688234254092	2.76569203693572	0.0056802149410496	0.0141815217776354
ENSG00000137872.15	112.858812461229	-1.00215438441738	0.362414797050533	-2.76521376216778	0.00568855048884681	0.0141989269263059
ENSG00000068097.14	964.608587490928	0.401258460915844	0.145109749856773	2.76520675772577	0.00568867264675715	0.0141989269263059
ENSG00000179674.3	503.836425881113	-1.32277307194145	0.478399880341451	-2.76499457106331	0.00569237431719809	0.0142063623132105
ENSG00000154478.3	1.43172812791745	-1.86913379844662	0.676123337617237	-2.76448643975778	0.00570124767762213	0.0142267010729136
ENSG00000176155.18	1319.53837293442	0.490400982218214	0.17740814676101	2.76425288901102	0.00570533029471094	0.0142350815273976
ENSG00000127366.5	15.6816951612173	0.962616595368872	0.348297536158116	2.76377664334633	0.00571366354624036	0.0142540640518975
ENSG00000180264.10	2.64113258620721	1.94830739199236	0.705271344883183	2.76249333838321	0.00573617323089	0.01430840368355
ENSG00000198019.12	79.6841216442913	1.08944363583266	0.394432519631347	2.76205328315956	0.00574391037008702	0.0143258853234907
ENSG00000173237.4	18.1871160353899	1.840077535208	0.666253904689953	2.76182626811665	0.00574790547277518	0.0143340306994251
ENSG00000169020.9	5223.86274624917	0.546415951457255	0.197893183467821	2.76116610932233	0.00575953745707498	0.0143612163207238
ENSG00000247596.8	4115.77861920787	0.426421427506577	0.154502455807781	2.75996536933429	0.00578074889894498	0.0144122780768217
ENSG00000141934.9	4491.3510684459	0.757985089098879	0.274695867736954	2.75936109029757	0.0057914502954731	0.0144371270777196
ENSG00000175229.6	4.09810738821997	1.97444749626613	0.715579568882184	2.75922843821609	0.00579380186884982	0.0144411576888298
ENSG00000110172.11	1437.27008436858	0.453799507837115	0.164499649873703	2.75866549372917	0.00580379097960442	0.0144642215665151
ENSG00000115339.13	2169.66500269956	0.712220886192077	0.258257571064302	2.75779286259432	0.00581930598581176	0.0145010495001415
ENSG00000122140.10	2480.04298290419	0.426544339630853	0.154675044047438	2.75768041481879	0.00582130797616631	0.0145041994650177
ENSG00000003509.15	609.628601876892	0.252665277604106	0.091692176206282	2.75558164347282	0.00585878806854906	0.0145957336217237
ENSG00000113327.14	31.089572538416	2.24110863656267	0.813464306673138	2.75501779018214	0.00586889442487048	0.0146190582708471
ENSG00000196591.11	5654.53869374515	0.345695254967478	0.125487080039595	2.75482746796244	0.00587230925530993	0.0146257109379589
ENSG00000188611.14	93.3962747497679	0.475860783023112	0.172741611585503	2.75475479622681	0.00587361363042396	0.0146271062358563
ENSG00000132297.11	2.02801218814217	1.70573526937045	0.619233346170741	2.75459207731381	0.00587653519718695	0.0146325279751592
ENSG00000142686.7	771.625213807525	-0.44180886187134	0.160398375169205	-2.75444724053641	0.00587913679763535	0.014637151728223
ENSG00000132879.13	940.843788887812	0.471586449070912	0.171252838799519	2.75374383500284	0.00589178634274004	0.0146667872787359
ENSG00000204687.4	0.538248670495604	-2.14965594723766	0.78065159144728	-2.75366882075054	0.00589313679224676	0.0146682913496774
ENSG00000172456.16	422.100382059462	-0.50137494049856	0.182109133465721	-2.75315647796949	0.00590236774259112	0.0146894074890315
ENSG00000130684.13	1359.77958169582	0.464280383022571	0.168638465678376	2.75311081107697	0.0059031911615033	0.0146895968439687
ENSG00000155367.15	130.718587860756	0.80917669867951	0.29400564552644	2.75224884621047	0.0059187526666081	0.0147264560018796
ENSG00000173875.13	1052.56556416392	-0.285154014358723	0.103620818366048	-2.75189888340195	0.00592508127450018	0.0147390324509291
ENSG00000078618.19	6862.13229776365	0.255247310372941	0.0927535779463641	2.75188640723424	0.00592530700179291	0.0147390324509291
ENSG00000166743.9	40.3667082643878	-1.01324632956325	0.368244114040179	-2.75156150751861	0.00593118803742848	0.014751794516474
ENSG00000204463.12	11858.3687607973	0.252426663593369	0.0917423956687728	2.75147233460887	0.00593280308313417	0.0147539445093731
ENSG00000103353.15	2597.34445990886	0.36297828062175	0.131931171757969	2.75127004319831	0.00593646833198896	0.0147611918448545
ENSG00000115756.12	1720.33188157128	0.561265594989345	0.204007936738644	2.75119489938465	0.00593783035674831	0.0147627110412655
ENSG00000119919.10	3.65417413665346	1.95317578584402	0.71022688250746	2.75007301743961	0.00595819862612736	0.0148114774497482
ENSG00000259511.1	3.2863663424936	-1.15324658560576	0.419382721589542	-2.74986671180619	0.00596195104347171	0.0148189314251998
ENSG00000181649.5	1268.30095421953	-0.758509516805709	0.275863592718707	-2.74958181081599	0.00596713650385964	0.0148279750851983
ENSG00000183784.6	55.3685774264742	0.90177361727576	0.327972243589617	2.74954248385765	0.00596785260983942	0.0148279750851983
ENSG00000164902.13	1315.79022666433	-0.286670385288084	0.104259154271191	-2.74959438614299	0.0059669075356228	0.0148279750851983
ENSG00000256671.6	59.2663789365693	-1.03426692256831	0.376195045683726	-2.74928374106722	0.00597256599758122	0.0148378105723529
ENSG00000105220.14	21626.9111873551	0.437843297178893	0.159318693151349	2.74822300207392	0.00599192403131837	0.0148840210741304
ENSG00000153253.15	28.1000459919602	-1.27938435517869	0.465566950224042	-2.74801369505077	0.00599575046652676	0.0148916440700088
ENSG00000251537.4	45.3343324441033	1.04930360546241	0.381853756170546	2.74792008329429	0.00599746253730067	0.0148921328490629
ENSG00000163584.17	1911.52356139181	0.623109321058721	0.226756476280019	2.7479229316002	0.00599741043797431	0.0148921328490629
ENSG00000091844.7	181.565047283161	0.902504258577935	0.32845272654682	2.74774476091702	0.00600067020333589	0.0148982156772477
ENSG00000186051.6	2.02271132845156	1.46441232200433	0.533028470812914	2.74734353264652	0.006008016819273	0.0149145716847222
ENSG00000110717.10	5010.54370944554	0.48248419297623	0.175632980046319	2.74711613302347	0.00601218417496451	0.0149230322191063
ENSG00000011083.8	5.21979729518535	1.1739141998891	0.42743336327328	2.74642622863895	0.00602484339532668	0.0149525658811289
ENSG00000148248.13	11476.7917018842	0.35157981949095	0.128023442450192	2.7462143866951	0.00602873534989886	0.0149603360734266
ENSG00000171956.6	7.22843058486701	1.7480521818492	0.636598937115015	2.74592381471943	0.00603407741460773	0.0149717023051666
ENSG00000089154.10	7811.75478258405	0.331295439690209	0.120660635447026	2.74567955375685	0.00603857136615273	0.0149809616020571
ENSG00000134489.6	1.90425573537722	-1.0561732792321	0.384732496666934	-2.74521463193798	0.00604713340287267	0.0150003097131329
ENSG00000174749.5	740.089223814109	-0.575209260322514	0.209592746524782	-2.7444139640324	0.0060619042037452	0.0150350522433837
ENSG00000168621.14	36.7324581473147	-1.15100929451892	0.419444708469241	-2.74412639205656	0.00606721728767525	0.0150463314416534
ENSG00000159239.11	349.907442517798	0.693794784507037	0.252852897595764	2.74386724891802	0.00607200872271688	0.0150563142997001
ENSG00000261739.2	10.0323505953514	-0.896766474982453	0.326864092215889	-2.74354539497765	0.0060779643964052	0.0150691811523386
ENSG00000065621.14	1110.64377528028	0.657900356667773	0.239810324336301	2.74341965254656	0.00608029259792497	0.0150730522518367
ENSG00000137561.4	18.125606061039	1.4821820162397	0.540379416484268	2.7428543186986	0.00609077004355189	0.0150971218128696
ENSG00000172139.14	5.37233081057673	1.05611661300929	0.385061006677571	2.74272542452897	0.00609316114039101	0.0151011442914545
ENSG00000142606.15	261.70125700672	1.09005142351985	0.397553208283247	2.74190070865485	0.00610848034564416	0.0151372024299019
ENSG00000177728.14	4487.73120333393	0.41940186761468	0.153018726087549	2.74085321671493	0.00612798765192821	0.015183628549893
ENSG00000253729.7	10308.4254269735	0.499464403014363	0.182290818049747	2.73993176594369	0.00614519407464104	0.0152243426684074
ENSG00000105058.11	4043.4409276918	0.249683823091649	0.091143600618686	2.73945533637893	0.00615410758573468	0.0152445039326025
ENSG00000175183.9	1238.04994380158	-0.67994929729162	0.248218154072446	-2.73932138377424	0.00615661579836399	0.0152487953796173
ENSG00000006453.13	3663.89130578824	0.517697165839181	0.188991255560889	2.73926518082944	0.00615766845169541	0.0152494810490771
ENSG00000143199.17	11.7551466698199	1.20066516974713	0.438359880691373	2.73899419776615	0.00616274610527807	0.0152601332130695
ENSG00000122692.8	3256.51180374374	-0.296824760206272	0.108372607573422	-2.73892791594198	0.00616398866125196	0.01526128745756
ENSG00000163792.6	7.2615740496665	-1.63604069994211	0.597377836679066	-2.73870337914972	0.00616819962973412	0.0152692511202306
ENSG00000038219.12	1911.81007855432	-0.415613457483761	0.151757208881643	-2.73867357304853	0.0061687588087989	0.0152692511202306
ENSG00000167962.12	2375.00948998	0.316696930946191	0.115651391288081	2.73837545246054	0.00617435422921478	0.0152811768735137
ENSG00000183090.5	2.05044384717326	-1.326730341683	0.484509748493561	-2.73829442195554	0.00617587587914059	0.0152830185421613
ENSG00000106351.12	1089.11636533441	-0.483104832421582	0.176431498375001	-2.73820058703324	0.00617763840168099	0.0152854557431321
ENSG00000136834.3	1.29128917059869	1.52392662592306	0.556575996853111	2.73803871266343	0.00618067998918806	0.0152910567485816
ENSG00000079974.17	1003.06681613634	0.328555417802829	0.120003337850785	2.73788565957527	0.00618355706671117	0.0152962493963346
ENSG00000148677.6	33.2378533373181	1.51246866315596	0.552439527929167	2.73779949965833	0.00618517722316793	0.0152971523507997
ENSG00000128789.20	2900.90302445966	0.320219749173585	0.11696313897134	2.7377834759723	0.00618547857571003	0.0152971523507997
ENSG00000080823.21	503.618675206017	0.663461195853858	0.242392720774711	2.73713333359751	0.00619771675946188	0.0153254900772402
ENSG00000101266.16	5702.67063411325	0.289064216400076	0.105643775470077	2.73621626180855	0.00621501664969407	0.0153663355052059
ENSG00000106128.18	2.96004244225654	2.34593312925766	0.857420669743342	2.73603519490601	0.0062184374798108	0.0153728596532714
ENSG00000137494.13	470.753443278778	-0.365108932192757	0.133452102850775	-2.73587994788677	0.00622137185415091	0.015377145588796
ENSG00000085788.13	1558.93364846291	-0.512400477992599	0.187290412287374	-2.73586069748399	0.00622173579912974	0.015377145588796
ENSG00000179241.12	483.077273496315	0.777331148065718	0.2841433348576	2.73570079852579	0.00622475956372008	0.015382684684999
ENSG00000134824.13	4131.29095419843	1.01513682453154	0.371084272428904	2.73559646677301	0.00622673323950016	0.0153856277254073
ENSG00000204065.2	17.3853558515471	-1.66946369405597	0.610339781460944	-2.73530211329146	0.00623230465206943	0.0153974585521715
ENSG00000197555.9	2539.40161194371	0.32781870170232	0.119852659653246	2.73518086833245	0.00623460083603266	0.0154011956809172
ENSG00000120662.15	349.867715663505	0.428748523184926	0.156776967883131	2.73476728740242	0.00624243912295038	0.0154186206836784
ENSG00000164609.9	1812.46624967052	-0.277729846990688	0.101572634977337	-2.73429794405407	0.00625134497843653	0.0154386778359277
ENSG00000148826.8	52.7617022118	1.66538865354763	0.60910935023167	2.73413739735601	0.00625439399887957	0.0154442673922081
ENSG00000188039.13	37.8197271150745	-1.37462631225729	0.502793311693126	-2.73397891397623	0.00625740514682488	0.0154497620356726
ENSG00000147434.8	4.07350036247306	1.42955017132602	0.522899066138528	2.73389314286382	0.00625903532254088	0.0154518460562501
ENSG00000120217.13	536.450176077272	1.09956116258214	0.402265763048283	2.73341970305876	0.0062680404556959	0.015472134019485
ENSG00000174705.11	2435.12065580389	-0.5633691207415	0.206147850632889	-2.73284013882228	0.00627908002094306	0.0154974380828298
ENSG00000170703.15	9.95374612857117	1.50749255050314	0.551637550888045	2.73275912431329	0.00628062458236068	0.0154993040540969
ENSG00000183751.14	2648.68922181542	0.343148655180708	0.125591620905666	2.73225755592765	0.00629019472165828	0.0155209725645136
ENSG00000178467.17	2068.67282554709	0.60333758319529	0.220839880206186	2.73201372248521	0.00629485190795658	0.0155305145102039
ENSG00000127329.14	904.723705707856	-0.649533126438205	0.237765769043664	-2.73181934073497	0.00629856679658907	0.0155377295373688
ENSG00000165568.17	138.738707783287	0.958856176901617	0.351240668055958	2.72991217733607	0.00633511997031104	0.0156259402856612
ENSG00000206199.9	5.15347894091745	1.64173000041456	0.60151952748389	2.72930457849272	0.00634680539912672	0.0156527988613845
ENSG00000198612.10	1781.33737111994	-0.304299362956787	0.111502143250344	-2.7290898101714	0.00635094049233217	0.0156590675260012
ENSG00000115816.13	2609.1495201851	-0.268571907630822	0.0984107462463233	-2.72909126162486	0.0063509125382907	0.0156590675260012
ENSG00000167612.12	3.88253714021881	1.83137058913676	0.671150311539041	2.72870407366298	0.00635837345068884	0.0156754281383093
ENSG00000155008.13	867.180889540606	-0.329751281382521	0.120859761657634	-2.72837937837925	0.00636463624119991	0.0156889001701813
ENSG00000182831.11	3777.76412630374	-0.416371208278199	0.152626481864756	-2.72804039764966	0.00637118049474082	0.0157030625460346
ENSG00000130311.10	2500.49771304348	0.280526133491688	0.102847975642835	2.72758050645435	0.00638006868716987	0.0157229977576493
ENSG00000177932.6	169.183539755813	-0.806514711165685	0.295787720921544	-2.72666731618521	0.00639775074981749	0.0157626207995002
ENSG00000058799.13	1632.70831084464	0.331495999420777	0.121573705269248	2.7267080384415	0.0063969613082155	0.0157626207995002
ENSG00000163424.8	1.42498273316834	1.93446207935394	0.70950557507193	2.72649313454347	0.00640112842435328	0.0157689660745818
ENSG00000158161.15	1376.30200249589	0.283220491088196	0.103885721329802	2.72626966885148	0.00640546414912019	0.0157776695883592
ENSG00000066322.12	7051.88857831547	0.412185894707848	0.15119599660675	2.72616936928506	0.00640741103982401	0.0157804875828569
ENSG00000135334.8	1396.24028855669	-0.344783388540141	0.126481686470739	-2.72595502290291	0.00641157345062479	0.0157887606797145
ENSG00000144659.10	1900.71037646732	0.366004388946325	0.134283619985381	2.72560710670572	0.00641833484482385	0.015803431004617
ENSG00000171130.17	1750.73830824725	0.684381267796728	0.251097344437505	2.72556155195445	0.00641922062949469	0.0158036323513712
ENSG00000114120.11	2526.27985227701	0.389790066419737	0.143025003430619	2.72532813892798	0.00642376093085734	0.0158128296627341
ENSG00000134759.13	2973.31054417349	-0.313683618078004	0.115105475253476	-2.72518416163292	0.00642656298767289	0.0158177463167666
ENSG00000170468.7	624.051338337638	0.399099625020932	0.146454001003496	2.72508516180042	0.00642849034026241	0.0158205090933013
ENSG00000073169.13	1526.26040304315	0.419205271132316	0.153835628275665	2.72502069794342	0.00642974561771182	0.0158216174088312
ENSG00000134287.9	9717.11707368503	0.273947386994782	0.100538009670274	2.72481410655755	0.00643376997048119	0.0158295384328174
ENSG00000171604.11	2264.41157625707	0.667524177426155	0.245013270914246	2.72444090450834	0.00644104560568558	0.0158454558730107
ENSG00000204382.11	104.886006925511	2.39162917727587	0.878055291912669	2.72377969736528	0.00645395412451189	0.0158732385224482
ENSG00000175806.14	482.101207617902	-0.576140707479841	0.211522441046514	-2.72378053425143	0.00645393777157305	0.0158732385224482
ENSG00000106477.18	598.388026773395	0.546956811974912	0.200821006154379	2.72360358335445	0.00645739626032241	0.0158781087334667
ENSG00000188120.14	26.073532530762	2.19192934711342	0.804792476435438	2.72359572348619	0.00645754991937997	0.0158781087334667
ENSG00000100116.16	860.869553822815	0.598258945892643	0.219669346834841	2.72345210887546	0.00646035813926377	0.015883026839946
ENSG00000133835.14	4875.6371957512	-0.388967318773212	0.14283106031169	-2.72326843982252	0.00646395117903536	0.0158898729833816
ENSG00000152932.7	34.6318778685213	-1.3447704945113	0.49383239808421	-2.72313136952586	0.00646663379842262	0.0158944796726016
ENSG00000121653.11	367.881222380326	-0.775693161902523	0.284892821549838	-2.72275432453052	0.00647401815910608	0.0159106402769929
ENSG00000268975.1	2.87977244706906	2.07906365670667	0.763680303787766	2.72242670970399	0.00648044059663515	0.0159244331000701
ENSG00000169083.15	814.271774932011	-1.20338805532448	0.442063444744474	-2.72220666429471	0.00648475750080923	0.0159330491794883
ENSG00000166337.9	2670.58313689495	0.386825757207832	0.142116103124638	2.72189955045826	0.00649078685915332	0.0159458700791798
ENSG00000101310.14	3002.95581179966	0.38106525147111	0.140007370198089	2.72175136874553	0.00649369781368831	0.0159510277712894
ENSG00000174292.12	966.910801450401	0.540538507545473	0.198640932672918	2.72118389836361	0.00650485634394252	0.0159764408717399
ENSG00000110958.15	14281.1290212855	0.276559057634991	0.101640881920849	2.72094311273643	0.00650959627402974	0.0159860850027897
ENSG00000197062.11	462.691170318128	-0.37754014192266	0.13876895490756	-2.72063836017325	0.00651559986470095	0.0159988295990708
ENSG00000142273.10	2671.72055098029	0.858231027976928	0.315481878446121	2.7203813803952	0.00652066620683674	0.0160092699177596
ENSG00000119285.10	2383.51432405297	0.399369388455215	0.146810908740342	2.72029777543003	0.00652231523784862	0.0160113186355879
ENSG00000196466.10	304.328533648786	0.563915132817779	0.207302758326136	2.72024905684374	0.00652327634009931	0.0160116782893347
ENSG00000188938.15	1728.49848660783	-0.335093010318275	0.12322057504481	-2.71945663454675	0.00653892685029168	0.0160480891708495
ENSG00000146216.11	27.5551975783615	1.00130939314032	0.368276158624115	2.71890908409934	0.00654976080996338	0.0160726714707416
ENSG00000160868.14	4.41835663396325	1.62805954258767	0.598901688408407	2.71840867056873	0.00655967622366773	0.0160949938649873
ENSG00000253305.2	113.355863273286	-0.903779903736349	0.332478044771883	-2.71831454120961	0.00656154285193297	0.0160975644405385
ENSG00000173210.19	1659.24553251666	-0.806150137525074	0.296610104034569	-2.71787820630386	0.00657020181372953	0.0161167960627315
ENSG00000167118.10	3068.22985512214	0.355774956213076	0.130926594266884	2.71736203179512	0.00658045844106587	0.0161379277751205
ENSG00000153982.10	126.75350861939	0.669443238596338	0.246357242391397	2.71736780334945	0.00658034367804601	0.0161379277751205
ENSG00000135517.6	5.23228648346726	0.899161729420638	0.330969222849553	2.71675330315944	0.00659257266313593	0.0161656197937375
ENSG00000157734.13	177.988097702244	0.623492522568361	0.229511780516278	2.71660357113626	0.00659555553029578	0.0161709167398645
ENSG00000129946.10	431.131968361746	-0.891865507937338	0.328380211057878	-2.7159538787803	0.00660851235503259	0.0162006633637466
ENSG00000107518.16	40.4784786501428	-1.30097939568997	0.479077594152067	-2.71559223718781	0.00661573449047087	0.0162163458217602
ENSG00000177679.15	728.986322523494	0.895184006872341	0.329660917386223	2.71546901576921	0.00661819689481419	0.016220358873375
ENSG00000197774.12	960.39126249286	0.638248853798648	0.235050044098662	2.71537432058827	0.00662008980295056	0.0162229753355936
ENSG00000274933.4	16.1334490802387	1.38355661743236	0.509581337184319	2.7150849461583	0.00662587726662934	0.0162343669911856
ENSG00000183032.10	25.2173940777898	-0.968126983423354	0.356582155756609	-2.71501803383612	0.00662721615472494	0.0162343669911856
ENSG00000116990.10	6285.34039544419	1.04058920192557	0.383268694490489	2.71503834485859	0.00662680971379306	0.0162343669911856
ENSG00000206262.8	27.5095446523	1.63681606445225	0.602915374169951	2.71483550524101	0.00663086971394217	0.016241292847009
ENSG00000181467.3	3499.3376035344	-0.498143561243035	0.183539305774662	-2.71409744708648	0.0066456614298554	0.0162754947751355
ENSG00000179813.6	1.72529987619551	-1.62565877823726	0.599106750814291	-2.71347097329099	0.0066582401099941	0.0163042690422379
ENSG00000124532.14	1748.97599262637	0.414297258792675	0.152695183480351	2.7132306949681	0.00666307022471074	0.0163140643170048
ENSG00000142949.16	26100.7588895567	0.488186237796246	0.179934800068975	2.71312851993671	0.00666512511856801	0.0163170630627192
ENSG00000079841.18	11.7643291171458	-1.57432680237437	0.580273982503544	-2.71307494363622	0.00666620284639378	0.0163176691343358
ENSG00000138039.14	1.53090165029826	-1.71849343219727	0.633443236260999	-2.71293990340944	0.00666891997787789	0.0163222875215002
ENSG00000167904.14	982.660977360712	0.36330310481945	0.13391888127871	2.7128594664956	0.00667053891445023	0.0163242172438289
ENSG00000129595.12	425.00367382184	-0.72556979419497	0.26747498859637	-2.7126640812382	0.00667447286332863	0.0163318111043928
ENSG00000157111.12	95.066860239123	1.10110548222748	0.405929190053309	2.71255556192665	0.0066766587264508	0.0163351262045204
ENSG00000135931.17	504.886877247355	-0.537018202820443	0.198013601080731	-2.71202685012277	0.00668731757521951	0.0163591679226527
ENSG00000169019.10	830.841792699946	0.344654906312467	0.127090011165589	2.71189610537848	0.00668995575190482	0.0163635851492585
ENSG00000213246.6	2900.20628746144	0.269565408978275	0.0994042563458788	2.71180952292745	0.00669170333362409	0.01636378710198
ENSG00000186352.8	502.756644937193	-0.69312504682121	0.255592605059841	-2.71183529217886	0.00669118316370953	0.01636378710198
ENSG00000172046.18	2932.69487748344	-0.280844526660294	0.10356748014237	-2.71170570409001	0.00669379935592354	0.016366876494593
ENSG00000198754.5	60.4409851919219	0.820705323424854	0.302669501235387	2.71155607048293	0.006696821381434	0.0163722289892371
ENSG00000228836.8	10.1795035405749	2.39643999174323	0.883887730666491	2.71124930078643	0.00670302078880539	0.016385347173829
ENSG00000181991.15	1430.97942679285	0.299883231408119	0.110620939865826	2.71090836664245	0.00670991666644324	0.0164001643864223
ENSG00000100362.12	206.349959741387	1.63195264436803	0.602009192709313	2.71084339596795	0.00671123151386945	0.0164013386344172
ENSG00000131966.13	2139.40057669067	-0.260828976606618	0.0962264456649913	-2.71057477810917	0.00671667014043503	0.0164125892939322
ENSG00000164794.8	3.17374670254108	2.3671033951009	0.873324213891333	2.71045203768441	0.0067191565480447	0.0164166241278268
ENSG00000135443.8	1.6725228603199	2.14367395317846	0.790975398115261	2.71016514329827	0.00672497152310297	0.0164287894926811
ENSG00000155495.8	28.8847817354781	2.28383108144906	0.842798520420649	2.709818570053	0.00673200214334521	0.0164439212289789
ENSG00000130021.13	1002.07980005896	0.506475123883598	0.186938417240471	2.70931535293832	0.00674222221781425	0.016466838955437
ENSG00000112996.9	1785.59584376677	0.335987118434177	0.124026171644019	2.70900176938888	0.00674859798513924	0.0164803630259531
ENSG00000108244.16	7588.02522288329	1.41948644589069	0.524021831402372	2.70883074106264	0.00675207760902619	0.0164868121096918
