	hk_gene	gene_id
1465	JMJD6	ENSG00000070495.14
1466	JMJD7	ENSG00000243789.10
1467	JMJD8	ENSG00000161999.11
1468	JOSD2	ENSG00000161677.11
1469	JTB	ENSG00000143543.14
1470	JUND	ENSG00000130522.5
1471	KANSL2	ENSG00000139620.12
1472	KANSL3	ENSG00000114982.17
1473	KARS	ENSG00000065427.14
1474	KAT2B	ENSG00000114166.7
1475	KAT5	ENSG00000172977.12
1476	KAT8	ENSG00000103510.19
1477	KBTBD2	ENSG00000170852.10
1478	KBTBD4	ENSG00000123444.13
1479	KBTBD7	ENSG00000120696.8
1480	KCMF1	ENSG00000176407.17
1481	KCTD20	ENSG00000112078.13
1482	KCTD21	ENSG00000188997.7
1483	KCTD6	ENSG00000168301.12
1484	KDM2A	ENSG00000173120.14
1485	KDM4A	ENSG00000066135.12
1486	KDM5C	ENSG00000126012.11
1487	KDSR	ENSG00000119537.15
1488	KHDRBS1	ENSG00000121774.17
1489	KHNYN	ENSG00000100441.9
1490	KHSRP	ENSG00000088247.15
1491	KIAA0100	ENSG00000007202.14
1492	KIAA0141	ENSG00000081791.8
1493	KIAA0195	ENSG00000177728.14
1494	KIAA0196	ENSG00000164961.15
1495	KIAA0232	ENSG00000170871.11
1496	KIAA0319L	ENSG00000142687.17
1497	KIAA0391	ENSG00000100890.15
1498	KIAA0754	
1499	KIAA0947	
1500	KIAA1143	ENSG00000163807.5
1501	KIAA1191	ENSG00000122203.14
1502	KIAA1429	ENSG00000164944.11
1503	KIAA1430	
1504	KIAA1586	ENSG00000168116.13
1505	KIAA1704	
1506	KIAA1715	ENSG00000144320.13
1507	KIAA1919	ENSG00000173214.5
1508	KIAA1967	
1509	KIAA2013	ENSG00000116685.15
1510	KLC4	ENSG00000137171.14
1511	KLF3	ENSG00000109787.12
1512	KLF9	ENSG00000119138.4
1513	KLHDC2	ENSG00000165516.10
1514	KLHDC3	ENSG00000124702.17
1515	KLHL20	ENSG00000076321.10
1516	KLHL25	ENSG00000183655.12
1517	KLHL36	ENSG00000135686.12
1518	KLHL5	ENSG00000109790.16
1519	KLHL8	ENSG00000145332.13
1520	KPNA1	ENSG00000114030.12
1521	KPNB1	ENSG00000108424.9
1522	KRCC1	ENSG00000172086.7
1523	KRR1	ENSG00000111615.12
1524	KTI12	ENSG00000198841.3
1525	KTN1	ENSG00000126777.17
1526	KXD1	ENSG00000105700.10
1527	L3MBTL2	ENSG00000100395.14
1528	LACTB	ENSG00000103642.11
1529	LAGE3	ENSG00000196976.6
1530	LAMP1	ENSG00000185896.10
1531	LAMP2	ENSG00000005893.15
1532	LAMTOR1	ENSG00000149357.9
1533	LAMTOR2	ENSG00000116586.11
1534	LAMTOR3	ENSG00000109270.12
1535	LAMTOR4	ENSG00000188186.10
1536	LAMTOR5	ENSG00000134248.13
1537	LAP3	ENSG00000002549.12
1538	LAPTM4A	ENSG00000068697.6
1539	LARP1	ENSG00000155506.16
1540	LARP4	ENSG00000161813.20
1541	LARP7	ENSG00000174720.15
1542	LARS2	ENSG00000011376.9
1543	LCOR	ENSG00000196233.11
1544	LDHA	ENSG00000134333.13
1545	LEMD2	ENSG00000161904.11
1546	LENG1	ENSG00000276959.1
1547	LEPROT	ENSG00000213625.8
1548	LETM1	ENSG00000168924.14
1549	LETMD1	ENSG00000050426.15
1550	LGALSL	ENSG00000119862.12
1551	LHPP	ENSG00000107902.13
1552	LIAS	ENSG00000121897.13
1553	LIG3	ENSG00000005156.11
1554	LIG4	ENSG00000174405.13
1555	LIN37	ENSG00000267796.7
1556	LIN54	ENSG00000189308.10
1557	LIN7C	ENSG00000148943.11
1558	LINS	ENSG00000140471.16
1559	LIPT1	ENSG00000144182.16
1560	LMAN1	ENSG00000074695.5
1561	LMBRD1	ENSG00000168216.10
1562	LMF2	ENSG00000100258.17
1563	LMO4	ENSG00000143013.12
1564	LNX2	ENSG00000139517.7
1565	LOC100129361	
1566	LOC100289561	
1567	LOC441155	
1568	LOC729020	
1569	LONP1	ENSG00000196365.11
1570	LONP2	ENSG00000102910.13
1571	LPCAT3	ENSG00000111684.10
1572	LPIN1	ENSG00000134324.11
1573	LPPR2	ENSG00000105520.10
1574	LRFN3	ENSG00000126243.8
1575	LRPAP1	ENSG00000163956.10
1576	LRPPRC	ENSG00000138095.18
1577	LRRC14	ENSG00000160959.7
1578	LRRC24	ENSG00000254402.6
1579	LRRC28	ENSG00000168904.14
1580	LRRC40	ENSG00000066557.5
1581	LRRC41	ENSG00000132128.16
1582	LRRC42	ENSG00000116212.14
1583	LRRC47	ENSG00000130764.9
1584	LRRC57	ENSG00000180979.9
1585	LRRC59	ENSG00000108829.9
1586	LRRC8A	ENSG00000136802.11
1587	LRRFIP2	ENSG00000093167.17
1588	LRSAM1	ENSG00000148356.13
1589	LSG1	ENSG00000041802.10
1590	LSM1	ENSG00000175324.9
1591	LSM10	ENSG00000181817.5
1592	LSM14A	ENSG00000262860.5
1593	LSM14B	ENSG00000149657.19
1594	LSM2	ENSG00000172850.11
1595	LSM3	ENSG00000170860.3
1596	LSM4	ENSG00000130520.10
1597	LSM5	ENSG00000106355.9
1598	LSM6	ENSG00000164167.9
1599	LSM7	ENSG00000130332.14
1600	LSMD1	
1601	LSS	ENSG00000281289.2
1602	LTV1	ENSG00000135521.8
1603	LUC7L2	ENSG00000269955.2
1604	LUC7L3	ENSG00000108848.15
1605	LUZP6	ENSG00000267697.1
1606	LYRM1	ENSG00000102897.9
1607	LYRM4	ENSG00000214113.10
1608	LYRM5	ENSG00000205707.10
1609	LYSMD1	ENSG00000163155.11
1610	LYSMD3	ENSG00000176018.12
1611	LYSMD4	ENSG00000183060.15
1612	LZTR1	ENSG00000099949.18
1613	M6PR	ENSG00000003056.7
1614	MAD2L1BP	ENSG00000124688.13
1615	MAD2L2	ENSG00000116670.14
1616	MAEA	ENSG00000090316.15
1617	MAGED1	ENSG00000179222.17
1618	MAGEF1	ENSG00000177383.4
1619	MAGOH	ENSG00000162385.10
1620	MAGT1	ENSG00000102158.19
1621	MAK16	ENSG00000198042.10
1622	MALSU1	ENSG00000156928.4
1623	MAN1A2	ENSG00000198162.12
1624	MAN1B1	ENSG00000177239.14
1625	MAN2A2	ENSG00000196547.14
1626	MAN2B2	ENSG00000013288.8
1627	MAN2C1	ENSG00000140400.14
1628	MAP1LC3B2	ENSG00000258102.3
1629	MAP2K1	ENSG00000169032.9
1630	MAP2K2	ENSG00000126934.13
1631	MAP2K5	ENSG00000137764.19
1632	MAP3K7	ENSG00000135341.17
1633	MAP4K4	ENSG00000071054.15
1634	MAPK1	ENSG00000100030.14
1635	MAPK1IP1L	ENSG00000168175.14
1636	MAPK6	ENSG00000069956.11
1637	MAPK8	ENSG00000107643.15
1638	MAPK9	ENSG00000050748.17
1639	MAPKAP1	ENSG00000119487.16
1640	MAPKAPK2	ENSG00000162889.10
1641	MAPKAPK5	ENSG00000089022.13
1642	MAPRE2	ENSG00000166974.12
1643	MARCH2	ENSG00000099785.10
1644	MARCH5	ENSG00000198060.9
1645	MARCH6	ENSG00000145495.14
1646	MARCH7	ENSG00000136536.14
1647	MARK3	ENSG00000075413.17
1648	MARK4	ENSG00000007047.14
1649	MARS	ENSG00000166986.12
1650	MARS2	ENSG00000247626.4
1651	MAT2B	ENSG00000038274.16
1652	MAVS	ENSG00000088888.17
1653	MAX	ENSG00000125952.18
1654	MAZ	ENSG00000103495.13
1655	MBD1	ENSG00000141644.17
1656	MBD2	ENSG00000134046.11
1657	MBD3	ENSG00000071655.17
1658	MBD4	ENSG00000129071.9
1659	MBLAC1	ENSG00000214309.4
1660	MBNL2	ENSG00000139793.18
1661	MBTPS1	ENSG00000140943.16
1662	MBTPS2	ENSG00000012174.11
1663	MCAT	ENSG00000100294.12
1664	MCCC1	ENSG00000078070.11
1665	MCEE	ENSG00000124370.10
1666	MCFD2	ENSG00000180398.11
1667	MCM3AP	ENSG00000160294.10
1668	MCM7	ENSG00000166508.17
1669	MCMBP	ENSG00000197771.12
1670	MCOLN1	ENSG00000090674.15
1671	MCPH1	ENSG00000147316.12
1672	MCRS1	ENSG00000187778.13
1673	MCTS1	ENSG00000232119.7
1674	MCU	ENSG00000156026.14
1675	MDC1	ENSG00000231135.9
1676	MDP1	ENSG00000213920.8
1677	ME2	ENSG00000082212.11
1678	MEAF6	ENSG00000163875.15
1679	MECP2	ENSG00000169057.19
1680	MED10	ENSG00000133398.3
1681	MED11	ENSG00000161920.9
1682	MED13	ENSG00000108510.9
1683	MED14	ENSG00000180182.10
1684	MED16	ENSG00000282092.1
1685	MED19	ENSG00000156603.14
1686	MED20	ENSG00000124641.14
1687	MED21	ENSG00000152944.8
1688	MED24	ENSG00000008838.17
1689	MED29	ENSG00000063322.13
1690	MED31	ENSG00000108590.10
1691	MED4	ENSG00000136146.14
1692	MED6	ENSG00000133997.11
1693	MED7	ENSG00000155868.7
1694	MED8	ENSG00000159479.16
1695	MEF2A	ENSG00000068305.17
1696	MEF2BNB	ENSG00000254901.7
1697	MEMO1	ENSG00000162959.13
1698	MEN1	ENSG00000133895.14
1699	MEPCE	ENSG00000146834.13
1700	METAP1	ENSG00000164024.11
1701	METAP2	ENSG00000111142.13
1702	METRN	ENSG00000103260.8
1703	METTL13	ENSG00000010165.19
1704	METTL14	ENSG00000145388.14
1705	METTL16	ENSG00000127804.12
1706	METTL17	ENSG00000165792.17
1707	METTL18	ENSG00000171806.11
1708	METTL20	ENSG00000139160.13
1709	METTL21A	ENSG00000144401.14
1710	METTL23	ENSG00000181038.13
1711	METTL2A	ENSG00000087995.15
1712	METTL2B	ENSG00000165055.15
1713	METTL3	ENSG00000165819.11
1714	METTL5	ENSG00000138382.13
1715	MFAP1	ENSG00000140259.6
1716	MFAP3	ENSG00000037749.11
1717	MFF	ENSG00000168958.19
1718	MFN1	ENSG00000171109.18
1719	MFSD11	ENSG00000092931.11
1720	MFSD12	ENSG00000161091.12
1721	MFSD3	ENSG00000167700.8
1722	MFSD5	ENSG00000182544.8
1723	MGAT2	ENSG00000168282.5
1724	MGAT4B	ENSG00000161013.16
1725	MGME1	ENSG00000125871.13
1726	MGMT	ENSG00000170430.9
1727	MGRN1	ENSG00000102858.12
1728	MGST3	ENSG00000143198.12
1729	MIA3	ENSG00000154305.16
1730	MIB1	ENSG00000101752.11
1731	MICALL1	ENSG00000100139.13
1732	MICU1	ENSG00000107745.16
1733	MID1IP1	ENSG00000165175.15
1734	MIDN	ENSG00000167470.12
1735	MIEN1	ENSG00000141741.11
1736	MIER1	ENSG00000198160.14
1737	MIF	ENSG00000276701.2
1738	MIF4GD	ENSG00000125457.13
1739	MIIP	ENSG00000116691.10
1740	MINOS1	ENSG00000173436.13
1741	MIS12	ENSG00000167842.15
1742	MITD1	ENSG00000158411.10
1743	MKI67IP	
1744	MKKS	ENSG00000125863.17
1745	MKLN1	ENSG00000128585.17
1746	MKNK1	ENSG00000079277.19
1747	MKRN2	ENSG00000075975.15
1748	MLEC	ENSG00000110917.7
1749	MLF2	ENSG00000089693.10
1750	MLH1	ENSG00000076242.14
1751	MLLT1	ENSG00000130382.8
1752	MLLT10	ENSG00000078403.16
1753	MLST8	ENSG00000167965.17
1754	MLX	ENSG00000108788.11
1755	MMAA	ENSG00000151611.13
1756	MMADHC	ENSG00000168288.12
1757	MMS19	ENSG00000155229.20
1758	MNAT1	ENSG00000020426.10
1759	MNF1	
1760	MOB4	ENSG00000115540.14
1761	MOGS	ENSG00000115275.11
1762	MON1A	ENSG00000164077.13
1763	MON2	ENSG00000061987.14
1764	MORC2	ENSG00000133422.12
1765	MORF4L2	ENSG00000123562.16
1766	MOSPD1	ENSG00000101928.12
1767	MPC2	ENSG00000143158.10
1768	MPDU1	ENSG00000129255.14
1769	MPG	ENSG00000103152.11
1770	MPHOSPH10	ENSG00000124383.8
1771	MPI	ENSG00000178802.17
1772	MPLKIP	ENSG00000168303.6
1773	MPND	ENSG00000008382.15
1774	MPPE1	ENSG00000154889.16
1775	MPV17L2	ENSG00000254858.9
1776	MRFAP1	ENSG00000179010.14
1777	MRFAP1L1	ENSG00000178988.10
1778	MRI1	ENSG00000037757.13
1779	MRM1	ENSG00000274853.2
1780	MRP63	
1781	MRPL1	ENSG00000169288.17
1782	MRPL10	ENSG00000159111.12
1783	MRPL11	ENSG00000174547.13
1784	MRPL12	ENSG00000262814.6
1785	MRPL13	ENSG00000172172.7
1786	MRPL14	ENSG00000180992.6
1787	MRPL15	ENSG00000137547.8
1788	MRPL16	ENSG00000166902.4
1789	MRPL17	ENSG00000158042.8
1790	MRPL18	ENSG00000112110.9
1791	MRPL19	ENSG00000115364.13
1792	MRPL2	ENSG00000112651.11
1793	MRPL20	ENSG00000242485.5
1794	MRPL21	ENSG00000197345.12
1795	MRPL22	ENSG00000082515.16
1796	MRPL23	ENSG00000214026.10
1797	MRPL24	ENSG00000143314.12
1798	MRPL27	ENSG00000108826.15
1799	MRPL28	ENSG00000086504.15
1800	MRPL3	ENSG00000114686.8
1801	MRPL30	ENSG00000185414.19
1802	MRPL32	ENSG00000106591.3
1803	MRPL33	ENSG00000243147.7
1804	MRPL35	ENSG00000132313.14
1805	MRPL36	ENSG00000171421.12
1806	MRPL37	ENSG00000116221.15
1807	MRPL38	ENSG00000204316.12
1808	MRPL4	ENSG00000105364.13
1809	MRPL40	ENSG00000185608.8
1810	MRPL41	ENSG00000182154.7
1811	MRPL42	ENSG00000198015.12
1812	MRPL43	ENSG00000055950.16
1813	MRPL44	ENSG00000135900.3
1814	MRPL45	ENSG00000277936.4
1815	MRPL46	ENSG00000259494.1
1816	MRPL47	ENSG00000136522.13
1817	MRPL48	ENSG00000175581.13
1818	MRPL49	ENSG00000149792.8
1819	MRPL50	ENSG00000136897.7
1820	MRPL51	ENSG00000111639.7
1821	MRPL52	ENSG00000172590.18
1822	MRPL53	ENSG00000204822.6
1823	MRPL54	ENSG00000183617.4
1824	MRPL55	ENSG00000162910.18
1825	MRPL9	ENSG00000143436.10
1826	MRPS10	ENSG00000048544.5
1827	MRPS11	ENSG00000181991.15
1828	MRPS12	ENSG00000128626.11
1829	MRPS14	ENSG00000120333.4
1830	MRPS15	ENSG00000116898.11
1831	MRPS16	ENSG00000182180.13
1832	MRPS17	ENSG00000239789.5
1833	MRPS18A	ENSG00000096080.11
1834	MRPS18B	ENSG00000223775.8
1835	MRPS18C	ENSG00000163319.10
1836	MRPS2	ENSG00000122140.10
1837	MRPS21	ENSG00000266472.5
1838	MRPS22	ENSG00000175110.11
1839	MRPS23	ENSG00000181610.12
1840	MRPS24	ENSG00000062582.13
1841	MRPS25	ENSG00000131368.7
1842	MRPS26	ENSG00000125901.5
1843	MRPS27	ENSG00000113048.16
1844	MRPS28	ENSG00000147586.9
1845	MRPS30	ENSG00000112996.9
1846	MRPS31	ENSG00000102738.7
1847	MRPS33	ENSG00000090263.15
1848	MRPS34	ENSG00000074071.13
1849	MRPS35	ENSG00000061794.12
1850	MRPS5	ENSG00000144029.11
1851	MRPS6	ENSG00000243927.5
1852	MRPS7	ENSG00000125445.10
1853	MRPS9	ENSG00000135972.8
1854	MRRF	ENSG00000148187.17
1855	MRS2	ENSG00000124532.14
1856	MRTO4	ENSG00000053372.4
1857	MSANTD3	ENSG00000066697.14
1858	MSH3	ENSG00000113318.9
1859	MSH6	ENSG00000116062.14
1860	MSL3	ENSG00000005302.17
1861	MSMP	ENSG00000215183.4
1862	MSRA	ENSG00000175806.14
1863	MSRB2	ENSG00000148450.12
1864	MTA2	ENSG00000149480.6
1865	MTCH1	ENSG00000137409.18
1866	MTCH2	ENSG00000109919.9
1867	MTDH	ENSG00000147649.9
1868	MTERFD1	
1869	MTERFD2	
1870	MTERFD3	
1871	MTFMT	ENSG00000103707.9
1872	MTFR1	ENSG00000066855.15
1873	MTFR1L	ENSG00000117640.17
1874	MTIF3	ENSG00000122033.14
1875	MTM1	ENSG00000171100.14
1876	MTMR1	ENSG00000063601.16
1877	MTMR3	ENSG00000100330.15
1878	MTMR6	ENSG00000139505.11
1879	MTO1	ENSG00000135297.15
1880	MTPAP	ENSG00000107951.12
1881	MTRR	ENSG00000124275.14
1882	MTSS1	ENSG00000170873.18
1883	MTX2	ENSG00000128654.13
1884	MUL1	ENSG00000090432.6
1885	MUS81	ENSG00000172732.11
1886	MUT	ENSG00000146085.7
1887	MVD	ENSG00000167508.10
1888	MXD4	ENSG00000123933.14
1889	MXI1	ENSG00000119950.20
1890	MYBBP1A	ENSG00000132382.14
1891	MYEOV2	ENSG00000172428.10
1892	MYL12B	ENSG00000118680.12
1893	MYNN	ENSG00000085274.15
1894	MYO1E	ENSG00000157483.8
1895	MYPOP	ENSG00000176182.5
1896	MZF1	ENSG00000099326.8
1897	MZT2A	ENSG00000173272.13
1898	MZT2B	ENSG00000152082.13
1899	N4BP1	ENSG00000102921.7
1900	N4BP2L2	ENSG00000244754.8
1901	NAA10	ENSG00000102030.15
1902	NAA15	ENSG00000164134.12
1903	NAA20	ENSG00000173418.11
1904	NAA38	ENSG00000183011.13
1905	NAA50	ENSG00000121579.12
1906	NAA60	ENSG00000122390.17
1907	NABP2	ENSG00000139579.12
1908	NACA	ENSG00000196531.10
1909	NACA2	ENSG00000253506.2
1910	NACC1	ENSG00000160877.5
1911	NACC2	ENSG00000148411.7
1912	NAE1	ENSG00000159593.14
1913	NAMPT	ENSG00000105835.11
1914	NANS	ENSG00000095380.10
1915	NAP1L4	ENSG00000273562.4
1916	NAPA	ENSG00000105402.7
1917	NARF	ENSG00000141562.17
1918	NARFL	ENSG00000103245.13
1919	NARG2	
1920	NARS	ENSG00000134440.11
1921	NARS2	ENSG00000137513.9
1922	NAT10	ENSG00000135372.8
1923	NBN	ENSG00000104320.13
1924	NBR1	ENSG00000188554.13
1925	NCAPH2	ENSG00000025770.18
1926	NCBP2	ENSG00000114503.10
1927	NCK1	ENSG00000158092.6
1928	NCKIPSD	ENSG00000213672.7
1929	NCL	ENSG00000115053.15
1930	NCLN	ENSG00000125912.10
1931	NCOA1	ENSG00000084676.15
1932	NCOA6	ENSG00000198646.13
1933	NCOR1	ENSG00000141027.20
1934	NCSTN	ENSG00000162736.15
1935	NDEL1	ENSG00000166579.15
1936	NDFIP1	ENSG00000131507.10
1937	NDNL2	ENSG00000282130.1
1938	NDST1	ENSG00000070614.14
1939	NDUFA10	ENSG00000130414.11
1940	NDUFA11	ENSG00000174886.12
1941	NDUFA12	ENSG00000184752.12
1942	NDUFA13	ENSG00000186010.18
1943	NDUFA2	ENSG00000131495.8
1944	NDUFA3	ENSG00000276061.4
1945	NDUFA4	ENSG00000189043.9
1946	NDUFA5	ENSG00000128609.14
1947	NDUFA6	ENSG00000277365.3
1948	NDUFA7	ENSG00000267855.5
1949	NDUFA8	ENSG00000119421.6
1950	NDUFA9	ENSG00000139180.10
1951	NDUFAF2	ENSG00000164182.10
1952	NDUFAF3	ENSG00000178057.14
1953	NDUFAF4	ENSG00000123545.5
1954	NDUFB10	ENSG00000140990.14
1955	NDUFB11	ENSG00000147123.10
1956	NDUFB2	ENSG00000090266.12
1957	NDUFB3	ENSG00000119013.8
1958	NDUFB4	ENSG00000065518.7
1959	NDUFB5	ENSG00000136521.12
1960	NDUFB6	ENSG00000165264.10
1961	NDUFB7	ENSG00000099795.6
1962	NDUFB8	ENSG00000166136.15
1963	NDUFB9	ENSG00000147684.7
1964	NDUFC1	ENSG00000109390.11
1965	NDUFC2	ENSG00000151366.12
1966	NDUFC2-KCTD14	ENSG00000259112.1
1967	NDUFS2	ENSG00000158864.12
1968	NDUFS3	ENSG00000213619.9
1969	NDUFS4	ENSG00000164258.11
1970	NDUFS5	ENSG00000168653.10
1971	NDUFS6	ENSG00000145494.11
1972	NDUFS7	ENSG00000115286.19
1973	NDUFS8	ENSG00000110717.10
1974	NDUFV1	ENSG00000167792.11
1975	NDUFV2	ENSG00000178127.12
1976	NECAP1	ENSG00000089818.16
1977	NEDD8	ENSG00000129559.12
1978	NEDD8-MDP1	ENSG00000255526.6
1979	NEIL2	ENSG00000154328.15
1980	NEK4	ENSG00000114904.12
1981	NEK9	ENSG00000119638.12
1982	NELFB	ENSG00000188986.4
1983	NELFCD	ENSG00000101158.12
1984	NELFE	ENSG00000233801.9
1985	NENF	ENSG00000117691.9
1986	NEU1	ENSG00000234846.7
1987	NF2	ENSG00000186575.17
1988	NFATC2IP	ENSG00000176953.10
1989	NFE2L2	ENSG00000116044.15
1990	NFIL3	ENSG00000165030.3
1991	NFKBIB	ENSG00000104825.16
1992	NFKBIL1	ENSG00000236346.8
1993	NFU1	ENSG00000169599.12
1994	NFX1	ENSG00000086102.18
1995	NFYB	ENSG00000120837.7
1996	NFYC	ENSG00000066136.19
1997	NGDN	ENSG00000129460.15
1998	NGLY1	ENSG00000151092.16
1999	NGRN	ENSG00000182768.8
2000	NHP2	ENSG00000145912.8
2001	NHP2L1	ENSG00000100138.13
2002	NIF3L1	ENSG00000196290.14
2003	NINJ1	ENSG00000131669.9
2004	NIP7	ENSG00000132603.13
2005	NIPA2	ENSG00000140157.14
2006	NIPBL	ENSG00000164190.16
2007	NISCH	ENSG00000010322.15
2008	NIT1	ENSG00000158793.13
2009	NIT2	ENSG00000114021.11
2010	NKAP	ENSG00000101882.9
2011	NKIRAS2	ENSG00000168256.17
2012	NMD3	ENSG00000169251.12
2013	NME1-NME2	ENSG00000243678.11
2014	NME2	ENSG00000011052.21
2015	NME3	ENSG00000103024.7
2016	NME6	ENSG00000172113.8
2017	NMRK1	ENSG00000106733.20
2018	NMT1	ENSG00000136448.11
2019	NOA1	ENSG00000084092.6
2020	NOB1	ENSG00000141101.12
2021	NOC2L	ENSG00000188976.10
2022	NOL10	ENSG00000115761.15
2023	NOL11	ENSG00000130935.9
2024	NOL12	ENSG00000273899.4
2025	NOL6	ENSG00000165271.16
2026	NOL7	ENSG00000225921.6
2027	NOL8	ENSG00000198000.11
2028	NOLC1	ENSG00000166197.16
2029	NOM1	ENSG00000146909.7
2030	NONO	ENSG00000147140.15
2031	NOP10	ENSG00000182117.5
2032	NOP14	ENSG00000087269.15
2033	NOP16	ENSG00000048162.19
2034	NOP2	ENSG00000111641.10
2035	NOP56	ENSG00000101361.14
2036	NOP58	ENSG00000055044.10
2037	NOP9	ENSG00000196943.12
2038	NPC1	ENSG00000141458.12
2039	NPC2	ENSG00000119655.8
2040	NPLOC4	ENSG00000182446.13
2041	NPRL2	ENSG00000114388.12
2042	NPRL3	ENSG00000103148.15
2043	NQO2	ENSG00000124588.19
2044	NR1H2	ENSG00000131408.13
2045	NR2C1	ENSG00000120798.16
2046	NR2C2AP	ENSG00000184162.14
2047	NR3C2	ENSG00000151623.14
2048	NRBP1	ENSG00000115216.13
2049	NRDE2	ENSG00000119720.17
2050	NRIP1	ENSG00000180530.9
2051	NSA2	ENSG00000164346.9
2052	NSD1	ENSG00000165671.18
2053	NSDHL	ENSG00000147383.10
2054	NSFL1C	ENSG00000088833.17
2055	NSMCE1	ENSG00000169189.16
2056	NSMCE2	ENSG00000156831.7
2057	NSMCE4A	ENSG00000107672.14
2058	NSRP1	ENSG00000126653.15
2059	NSUN2	ENSG00000037474.14
2060	NSUN5	ENSG00000130305.16
2061	NSUN6	ENSG00000241058.3
2062	NT5C	ENSG00000125458.6
2063	NT5C3	
2064	NT5DC1	ENSG00000178425.13
2065	NTAN1	ENSG00000275779.4
2066	NTMT1	ENSG00000148335.14
2067	NTPCR	ENSG00000135778.11
2068	NUB1	ENSG00000013374.15
2069	NUBP1	ENSG00000103274.10
2070	NUBP2	ENSG00000095906.16
2071	NUCB1	ENSG00000104805.15
2072	NUCKS1	ENSG00000069275.12
2073	NUDC	ENSG00000090273.13
2074	NUDCD1	ENSG00000120526.10
2075	NUDCD2	ENSG00000170584.10
2076	NUDT14	ENSG00000183828.14
2077	NUDT15	ENSG00000136159.3
2078	NUDT2	ENSG00000164978.17
2079	NUDT21	ENSG00000167005.13
2080	NUDT22	ENSG00000149761.8
2081	NUDT3	ENSG00000272325.1
2082	NUDT9	ENSG00000170502.12
2083	NUFIP2	ENSG00000108256.8
2084	NUP107	ENSG00000111581.9
2085	NUP133	ENSG00000069248.11
2086	NUP153	ENSG00000124789.11
2087	NUP54	ENSG00000138750.14
2088	NUP62	ENSG00000213024.10
2089	NUP85	ENSG00000125450.10
2090	NUPL2	ENSG00000136243.16
2091	NUTF2	ENSG00000102898.11
2092	NXF1	ENSG00000162231.13
2093	NXT1	ENSG00000132661.3
2094	OAT	ENSG00000065154.11
2095	OAZ1	ENSG00000104904.12
2096	OAZ2	ENSG00000180304.14
2097	OBFC1	ENSG00000107960.10
2098	OCEL1	ENSG00000099330.8
2099	OCIAD1	ENSG00000109180.14
2100	ODC1	ENSG00000115758.12
2101	OGFOD1	ENSG00000087263.16
2102	OGFOD3	ENSG00000181396.12
2103	OGFR	ENSG00000060491.16
2104	OGG1	ENSG00000114026.21
2105	OGT	ENSG00000147162.13
2106	OLA1	ENSG00000138430.15
2107	OPA1	ENSG00000198836.8
2108	OPA3	ENSG00000125741.4
2109	ORC4	ENSG00000115947.13
2110	ORMDL1	ENSG00000128699.13
2111	ORMDL2	ENSG00000123353.9
2112	ORMDL3	ENSG00000172057.9
2113	OS9	ENSG00000135506.15
2114	OSBP	ENSG00000110048.11
2115	OSBPL2	ENSG00000130703.15
2116	OSBPL9	ENSG00000117859.18
2117	OSGEP	ENSG00000092094.10
2118	OSGIN2	ENSG00000164823.9
2119	OSTM1	ENSG00000081087.14
2120	OTUB1	ENSG00000167770.11
2121	OTUD5	ENSG00000068308.13
2122	OVCA2	ENSG00000262664.2
2123	OXA1L	ENSG00000155463.12
2124	OXNAD1	ENSG00000154814.13
2125	P4HTM	ENSG00000178467.17
2126	PA2G4	ENSG00000170515.13
2127	PABPN1	ENSG00000100836.10
2128	PACSIN2	ENSG00000100266.17
2129	PAF1	ENSG00000006712.14
2130	PAFAH1B1	ENSG00000007168.12
2131	PAGR1	ENSG00000238045.9
2132	PAICS	ENSG00000128050.8
2133	PAIP1	ENSG00000172239.13
2134	PAIP2	ENSG00000120727.12
2135	PAK1IP1	ENSG00000111845.4
2136	PAK2	ENSG00000180370.10
2137	PAM16	ENSG00000282228.1
2138	PANK2	ENSG00000125779.21
2139	PANK3	ENSG00000120137.6
2140	PANK4	ENSG00000273494.3
2141	PANX1	ENSG00000110218.8
2142	PAPD4	ENSG00000164329.13
2143	PAPD7	ENSG00000112941.12
2144	PAPOLA	ENSG00000090060.17
2145	PARK7	ENSG00000116288.12
2146	PARL	ENSG00000175193.12
2147	PARN	ENSG00000274829.4
2148	PARP1	ENSG00000143799.12
2149	PARP3	ENSG00000041880.14
2150	PARP9	ENSG00000138496.16
2151	PATL1	ENSG00000166889.13
2152	PATZ1	ENSG00000100105.17
2153	PAXBP1	ENSG00000263141.5
2154	PBDC1	ENSG00000102390.10
2155	PBX2	ENSG00000224952.7
2156	PCBP1	ENSG00000169564.6
2157	PCBP2	ENSG00000197111.15
2158	PCDHGB5	ENSG00000276547.1
2159	PCF11	ENSG00000165494.10
2160	PCGF1	ENSG00000115289.12
2161	PCGF5	ENSG00000180628.14
2162	PCID2	ENSG00000126226.21
2163	PCIF1	ENSG00000100982.11
2164	PCM1	ENSG00000078674.17
2165	PCMT1	ENSG00000120265.16
2166	PCNA	ENSG00000132646.10
2167	PCNX	ENSG00000100731.15
2168	PCNXL4	ENSG00000126773.12
2169	PCSK7	ENSG00000160613.12
2170	PCYOX1	ENSG00000116005.11
2171	PCYT1A	ENSG00000161217.11
2172	PDAP1	ENSG00000106244.12
2173	PDCD2	ENSG00000071994.10
2174	PDCD5	ENSG00000105185.11
2175	PDCD6	ENSG00000249915.7
2176	PDCD6IP	ENSG00000170248.13
